LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,TS,WS50M,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOT,QV2M,T2MDEW,WS50M_MAX,WS50M_MIN
20.24321,85.84161,2018,11,23,4.02,21.57,3.05,22.02,18.23,26.75,70.6,0,11.58,16.52,4.48,0.47
20.24321,85.84161,2018,11,24,4.71,20.23,4.41,20.6,15.95,26.37,68.17,0,10.25,14.63,6.45,3.39
20.24321,85.84161,2018,11,25,4.71,19.55,3.21,20.33,14.69,26.03,64.29,0,9.5,13.47,4.88,2.25
20.24321,85.84161,2018,11,26,4.68,19.68,1.96,20.81,15.32,25.67,61.93,0,9.44,13.35,3.63,0.93
20.24321,85.84161,2018,11,27,4.29,20.65,2.38,21.46,16.6,25.86,72.17,0,11.45,16.33,3.35,1.45
20.24321,85.84161,2018,11,28,4.5,21.44,2.55,21.83,17.13,25.99,77.6,0,12.6,17.81,3.78,1.55
20.24321,85.84161,2018,11,29,4.34,21.58,2.01,22.03,17.52,25.95,75.61,0,12.42,17.6,3.28,1.41
20.24321,85.84161,2018,11,30,4.09,21.59,2.29,21.94,17.53,25.85,74.77,0,12.21,17.34,3.33,1.07
20.24321,85.84161,2018,12,1,4.12,21.66,1.45,22.59,17.92,26.42,67.93,0,11.55,16.47,2.79,0.62
20.24321,85.84161,2018,12,2,3.98,21.06,2.58,21.79,17.27,25.72,71.79,0,11.65,16.57,4.24,1.37
20.24321,85.84161,2018,12,3,4.31,20.72,2.44,21.64,18.06,25.8,70.94,0,11.39,16.24,3.27,1.05
20.24321,85.84161,2018,12,4,4.18,20.26,3.34,20.92,16.25,25.63,73.24,0,11.24,16.03,5.27,2.12
20.24321,85.84161,2018,12,5,4.18,21.28,2.07,21.82,16.56,26.04,72.79,0,11.83,16.81,4.05,1.25
20.24321,85.84161,2018,12,6,3.9,21.84,1.62,22.64,18.99,26.37,70.02,0,11.98,17,4.2,0.24
20.24321,85.84161,2018,12,7,4.33,20.27,1.92,21.46,15.94,25.9,68.48,0,10.89,15.52,4.41,0.12
20.24321,85.84161,2018,12,8,4.14,20.14,2.63,20.75,15.65,25.5,73.95,0,11.24,16.01,4.29,0.52
20.24321,85.84161,2018,12,9,4.33,19.99,2.44,20.64,15.86,25.45,71.34,0,10.78,15.36,3.75,0.92
20.24321,85.84161,2018,12,10,4.27,19.6,2.94,20.46,15.92,25.68,67.05,0.01,10.02,14.24,4.32,2.11
20.24321,85.84161,2018,12,11,3.91,20.12,2.39,20.77,16.22,25.92,69.82,0,10.63,15.15,3.72,0.81
20.24321,85.84161,2018,12,12,4.2,21.04,3.16,21.27,16.74,26.54,74.96,0,11.77,16.73,5.51,1.87
20.24321,85.84161,2018,12,13,3.67,21.26,3.17,21.49,16.84,26.44,76.28,0,12.13,17.21,4.05,2.29
20.24321,85.84161,2018,12,14,4.01,20.95,4.72,21.12,17.64,25.99,76.37,0,11.86,16.87,5.83,3.94
20.24321,85.84161,2018,12,15,2.54,20.07,6.42,20.1,16.17,25.08,71.23,0,10.37,14.82,7.77,4.65
20.24321,85.84161,2018,12,16,1.57,19.11,6.58,18.68,16.78,21.32,77.45,1.8,10.32,14.71,7.47,4.89
20.24321,85.84161,2018,12,17,1.2,20,8.12,19.59,16.96,22.98,87.69,10.58,12.4,17.49,10.38,5.73
20.24321,85.84161,2018,12,18,0.8,22.05,6.9,22,18.06,26.56,89.25,26.41,14.71,20.14,10.71,0.87
20.24321,85.84161,2018,12,19,2.9,19.87,4.26,19.38,15.71,23.09,80.42,0.11,11.21,15.96,7.28,1.42
20.24321,85.84161,2018,12,20,4.29,18.64,3.45,18.92,13.92,23.56,75.23,0,10.18,14.5,5.22,0.1
20.24321,85.84161,2018,12,21,4.34,18.16,2.94,18.67,12.82,23.72,72.91,0,9.72,13.79,5.26,0.53
20.24321,85.84161,2018,12,22,4.24,17.21,3.76,17.79,12.62,23.08,68.32,0,8.61,11.96,5.23,2.35
20.24321,85.84161,2018,12,23,4.45,16.21,3.61,17.13,10.84,23.12,60.03,0,7.25,9.39,6.27,1.79
20.24321,85.84161,2018,12,24,4.4,16.33,3.58,17.14,10.6,23.38,61.05,0,7.39,9.65,5.92,2
20.24321,85.84161,2018,12,25,4.39,16.75,3.55,17.45,10.97,23.93,64.3,0,7.94,10.73,6.58,1.59
20.24321,85.84161,2018,12,26,4.31,17.07,3.59,17.84,11.23,23.87,63.92,0,8.1,11.01,7.19,1.01
20.24321,85.84161,2018,12,27,3.92,18.15,1.76,19.13,14.37,24,66.02,0.17,9.07,12.72,2.88,0.94
20.24321,85.84161,2018,12,28,3.08,18.34,2.71,18.75,14.74,23.14,70.71,0.63,9.49,13.4,4.8,1.61
20.24321,85.84161,2018,12,29,4.43,16.08,3.69,16.48,11,22.26,60.82,0,7.04,8.96,5.78,2.45
20.24321,85.84161,2018,12,30,4.56,15.15,4.75,15.13,8.85,22.3,62.27,0,6.6,8.04,6.56,3.12
20.24321,85.84161,2018,12,31,4.49,15.31,4.05,15.55,8.92,22.54,62.86,0,6.85,8.57,6.16,2.54
20.24321,85.84161,2019,1,1,4.52,15.85,3.17,16.58,10.05,23.2,61.82,0,7.19,9.31,4.92,2.09
20.24321,85.84161,2019,1,2,4.48,16.3,3.02,17.38,11.26,23.7,62.66,0,7.68,10.27,4.34,1.98
20.24321,85.84161,2019,1,3,4.47,16.46,3.56,17.48,11.69,24.59,63.46,0,7.82,10.56,4.36,2.07
20.24321,85.84161,2019,1,4,4.49,16.55,3.48,17.39,10.35,24.05,64.13,0,7.85,10.63,6.28,1.56
20.24321,85.84161,2019,1,5,4.42,16.34,2.88,17.7,11.19,23.63,61.62,0,7.71,10.32,4.87,1.97
20.24321,85.84161,2019,1,6,4.53,16.87,2.96,18.14,11.79,24.79,62.86,0,8.09,11.03,4.4,2.18
20.24321,85.84161,2019,1,7,4.55,17.27,2.25,18.79,11.82,25.33,59.28,0,7.96,10.76,4.38,0.21
20.24321,85.84161,2019,1,8,4.46,17.66,4.12,18.33,12.41,25.2,67.24,0,8.79,12.24,5.9,1.66
20.24321,85.84161,2019,1,9,4.53,17.84,2.7,18.41,11.91,24.81,66.31,0,8.7,12.1,5.31,0.6
20.24321,85.84161,2019,1,10,4.6,17.53,2.94,18.56,12.3,24.51,64,0,8.47,11.71,4.91,1.73
20.24321,85.84161,2019,1,11,4.2,17.9,2.15,18.78,14.2,23.9,70.65,0,9.47,13.42,3.44,0.97
20.24321,85.84161,2019,1,12,4.48,17.86,1.76,18.8,12.87,24.24,65.12,0,8.74,12.2,3.46,0.86
20.24321,85.84161,2019,1,13,4.55,18.2,1.68,19.41,13.15,24.86,63.55,0,8.86,12.42,3.71,0.12
20.24321,85.84161,2019,1,14,4.24,18.7,2.93,19.58,13.54,25.68,66.92,0,9.45,13.36,4.91,1.39
20.24321,85.84161,2019,1,15,4.62,18.81,3.94,19.15,13.88,25.1,71,0,9.75,13.85,6.15,2.44
20.24321,85.84161,2019,1,16,4.66,18.15,2.31,18.69,12.65,24.21,68.6,0,9.15,12.89,4.32,1.24
20.24321,85.84161,2019,1,17,4.72,17.98,2.02,18.73,12.62,24.4,62.37,0,8.35,11.48,3.38,0.48
20.24321,85.84161,2019,1,18,4.75,18.11,2.55,19.28,12.64,26.01,58.78,0,8.14,11.1,3.81,0.85
20.24321,85.84161,2019,1,19,4.73,18.14,2.3,19.22,11.77,25.83,57.13,0,7.88,10.61,5.13,0.36
20.24321,85.84161,2019,1,20,4.75,18.41,2.26,19.64,12.5,26.19,53.46,0,7.56,9.97,4.09,0.91
20.24321,85.84161,2019,1,21,4.82,19.05,3.15,19.62,12.67,27.22,58.12,0,8.22,11.24,5.81,1.18
20.24321,85.84161,2019,1,22,4.72,20.08,2.67,20.67,15.94,27.29,70.87,0,10.7,15.29,5.56,0.7
20.24321,85.84161,2019,1,23,4.8,20.58,2.71,20.77,16.5,27.37,73.44,0,11.17,15.93,5.71,0.47
20.24321,85.84161,2019,1,24,4.61,20.64,2.62,20.76,14.78,27.95,69.34,0,10.53,15.04,4.99,0.39
20.24321,85.84161,2019,1,25,4.88,20.47,3.11,20.61,15.43,27.62,70.92,0,10.67,15.24,5.89,1.63
20.24321,85.84161,2019,1,26,3.75,21.1,2.18,21.48,16.89,27.2,68.87,0,10.93,15.62,3.37,1.52
20.24321,85.84161,2019,1,27,1.06,21.43,3.91,20.87,16.02,26.67,70.87,0.01,10.83,15.48,5.32,2.48
20.24321,85.84161,2019,1,28,1.91,21.66,3.52,21.21,16.52,25.99,71.11,0,11.09,15.86,5.59,0.88
20.24321,85.84161,2019,1,29,4.36,20.96,4.33,20.66,15.4,26.44,62.71,0,9.45,13.4,7.04,0.58
20.24321,85.84161,2019,1,30,5.17,18.54,4.32,17.89,10.94,25.09,54.97,0,6.95,8.77,6.71,2
20.24321,85.84161,2019,1,31,5.15,18.63,3.05,18.51,11.68,25.5,52.45,0,6.9,8.63,4.28,1.6
20.24321,85.84161,2019,2,1,5.23,19.07,2.5,19.72,12.3,27.11,48.17,0,6.84,8.45,3.84,0.76
20.24321,85.84161,2019,2,2,5.17,19.87,2.63,20.6,13.03,27.92,46.96,0,7.05,8.88,4.3,0.64
20.24321,85.84161,2019,2,3,5.2,20.65,2.51,21.18,14.31,28.26,53.18,0,8.27,11.33,4.05,0.36
20.24321,85.84161,2019,2,4,5.21,21.44,2.04,22.16,14.68,29.1,52.68,0,8.69,12.09,4.37,0.16
20.24321,85.84161,2019,2,5,5.23,21.69,2.64,21.95,14.47,29,51.45,0,8.38,11.53,4.14,0.19
20.24321,85.84161,2019,2,6,5.14,22.59,3.26,22.39,15.25,29.74,53.07,0,8.91,12.42,5.41,0.29
20.24321,85.84161,2019,2,7,5.19,23.31,3.42,23.04,18.29,29.86,60.82,0,10.64,15.18,6.72,1.16
20.24321,85.84161,2019,2,8,4.44,23.81,4.71,23.2,18.07,29.77,68.71,0.01,12.14,17.24,6.81,3.3
20.24321,85.84161,2019,2,9,4.96,24.23,2.82,23.58,18.54,29.66,68.37,0.04,12.36,17.53,5.72,0.92
20.24321,85.84161,2019,2,10,5.27,21.33,4.45,20.46,14,27.5,50.77,0,7.54,9.94,6.83,1.3
20.24321,85.84161,2019,2,11,5.48,20.92,3.01,20.5,13.87,27.25,50.85,0,7.57,10.01,4.44,1.21
20.24321,85.84161,2019,2,12,5.52,21.25,2.93,20.77,14.1,28.02,50.74,0,7.68,10.22,5.57,1.25
20.24321,85.84161,2019,2,13,5.46,22.14,2.88,21.64,14.46,29.01,51.75,0,8.26,11.33,5.74,0.34
20.24321,85.84161,2019,2,14,5.5,23.8,3.03,22.9,17.31,30.61,56.73,0,9.82,13.95,6.6,0.24
20.24321,85.84161,2019,2,15,5.41,24.69,2.84,23.74,17.94,31.2,61.38,0,11.19,15.98,6.95,0.66
20.24321,85.84161,2019,2,16,4.03,24.08,3.36,23.5,18.41,29.76,64.86,2.43,11.66,16.62,6.01,0.08
20.24321,85.84161,2019,2,17,5.33,25.07,5.4,24.36,20.12,30.85,61.94,0.71,11.75,16.71,6.11,4.85
20.24321,85.84161,2019,2,18,5.62,24.01,3.28,23.1,15.92,30.71,46.6,0.01,8.19,11.05,5.64,0.55
20.24321,85.84161,2019,2,19,5.55,25.57,2.89,24.77,19.4,31.99,60.22,0.06,11.7,16.66,6.5,0.46
20.24321,85.84161,2019,2,20,5.57,26.93,3.8,25.7,20.01,33.19,67.86,0.33,13.92,19.45,6.09,0.3
20.24321,85.84161,2019,2,21,5.58,27.77,2.8,26.25,21.17,33.17,63.65,0.27,13.47,18.94,6.23,0.35
20.24321,85.84161,2019,2,22,5.69,28.14,3.63,27.28,20.19,35.39,54.43,0.02,12.27,17.39,6.7,1.86
20.24321,85.84161,2019,2,23,5.52,28.9,4.05,28.23,21.73,35.81,57.11,0.21,13.65,19.06,7.01,2.15
20.24321,85.84161,2019,2,24,5.63,28.93,3.13,27.55,21.64,34.39,57.04,0.35,13.11,18.4,6.85,0.9
20.24321,85.84161,2019,2,25,4.18,27.93,6.22,27,22.93,33.38,69.82,4.07,15.57,21.15,7.48,4.18
20.24321,85.84161,2019,2,26,4.75,27.52,6.96,26.55,22.92,32.61,70.75,2.26,15.37,20.93,8.72,5.5
20.24321,85.84161,2019,2,27,4.86,27.39,7.11,26.27,23.08,31.38,71.47,3.36,15.28,20.82,8.92,5.11
20.24321,85.84161,2019,2,28,4.96,27.15,2.44,25.58,21.55,30.58,69.29,5.2,14.19,19.66,4.98,0.55
20.24321,85.84161,2019,3,1,5.44,25.54,5.14,24.01,20.35,28.83,68.18,1.53,12.67,17.9,6.8,3.67
20.24321,85.84161,2019,3,2,5.43,26.07,3.43,23.97,18.61,30.1,61.63,0,11.41,16.27,6.71,1.06
20.24321,85.84161,2019,3,3,5.53,27.06,3,25.11,20.07,31.56,63.22,0,12.56,17.75,7.13,0.3
20.24321,85.84161,2019,3,4,5.17,28.12,6.78,26.77,22.04,32.71,70.24,0.37,15.47,21.02,8.68,5.56
20.24321,85.84161,2019,3,5,5.17,29.03,6.75,27.71,23.95,33.22,70.98,1.79,16.55,22.09,8.98,4.84
20.24321,85.84161,2019,3,6,5.16,29.09,3.32,27.4,23.85,32.34,73.14,1.93,16.72,22.27,5.73,0.98
20.24321,85.84161,2019,3,7,5.81,28.36,4.07,26.59,22.93,31.7,66.65,0.3,14.49,20,6.94,2.02
20.24321,85.84161,2019,3,8,5.79,27.65,2.22,25.97,20.69,32.07,59.09,0,12.34,17.48,4.38,0.48
20.24321,85.84161,2019,3,9,6.04,28.11,3.27,26.46,21.14,33.25,59.86,0,12.88,18.16,6.86,1.28
20.24321,85.84161,2019,3,10,5.89,28.56,6.6,27.23,21.97,34.01,67.19,0,15.14,20.75,7.74,5.61
20.24321,85.84161,2019,3,11,5.87,30.22,3.66,28.67,22.85,35.7,62.62,0.01,15.35,20.98,6.32,0.59
20.24321,85.84161,2019,3,12,5.98,30.66,4.4,28.99,23.42,36.04,64.19,0.42,16.03,21.69,7.07,2.59
20.24321,85.84161,2019,3,13,5.95,31.54,3.87,29.96,24.26,37.3,59.79,0.69,15.79,21.44,5.98,0.58
20.24321,85.84161,2019,3,14,5.93,31.47,3.6,29.59,24.33,36.52,61.14,0.71,15.8,21.46,7.12,0.79
20.24321,85.84161,2019,3,15,4.95,30.2,2.9,28.67,23.95,34.92,61.7,2.43,15.1,20.74,5.75,1.03
20.24321,85.84161,2019,3,16,6.1,30.28,3.84,28.69,23.74,35.35,59.66,1.55,14.62,20.21,7.15,1.17
20.24321,85.84161,2019,3,17,-999,30.96,4.15,29.3,23.43,36.47,55.1,0.34,13.99,19.48,6.7,1.66
20.24321,85.84161,2019,3,18,4.83,29.56,3.94,28.03,23.65,34.09,61.15,2.65,14.42,19.99,6.21,0.97
20.24321,85.84161,2019,3,19,6.09,29.96,3.87,28.28,22.71,34.73,56.59,0.08,13.57,18.96,5.17,1.72
20.24321,85.84161,2019,3,20,5.97,30.71,4.09,28.65,23.49,34.78,60.01,0.62,14.71,20.26,6.61,1.75
20.24321,85.84161,2019,3,21,6.16,30.75,5.13,29.3,24.03,35.65,61.24,1.17,15.59,21.21,6.45,3.59
20.24321,85.84161,2019,3,22,6.11,31.6,4.42,30.21,24.58,36.92,53.56,0.68,14.36,19.86,5.72,3.35
20.24321,85.84161,2019,3,23,6.25,32.1,3.12,30.33,24.69,36.92,51.25,0.06,13.83,19.23,5.01,0.29
20.24321,85.84161,2019,3,24,6.54,31.31,3.05,29.87,23.97,37.39,47.17,0.02,12.39,17.45,5.64,1.7
20.24321,85.84161,2019,3,25,6.54,31.78,3,29.76,23.63,37.42,52.69,0.06,13.76,19.17,6.13,0.43
20.24321,85.84161,2019,3,26,6.51,31.46,5.23,29.71,23.7,37.08,54.47,0.11,14.17,19.67,6.95,3.65
20.24321,85.84161,2019,3,27,6.4,31.17,4.75,29.3,23.92,36.11,56.34,0.2,14.3,19.84,6.25,2.76
20.24321,85.84161,2019,3,28,6.55,31.55,3.62,29.37,23.38,36.81,55.27,0.02,14.1,19.59,6.46,1.07
20.24321,85.84161,2019,3,29,6.48,31.51,5.24,29.55,23.43,36.97,57.44,0.1,14.85,20.39,7.36,3.81
20.24321,85.84161,2019,3,30,6.53,32.4,5.37,30.39,24.29,37.9,54.94,0.25,14.92,20.45,7.82,2.44
20.24321,85.84161,2019,3,31,6.44,32.15,6.77,30.44,24.72,38.08,59.61,0.87,16.27,21.85,9.58,5.19
20.24321,85.84161,2019,4,1,6.45,32,7.4,30.54,25.61,37.93,59.16,1.28,16.22,21.81,10.13,5.51
20.24321,85.84161,2019,4,2,6.53,32.57,5.37,30.77,25.35,38.24,55.5,0.57,15.4,20.97,8.66,2.22
20.24321,85.84161,2019,4,3,6.66,32.57,5.67,30.42,24.22,38.21,56.86,0.09,15.46,21.05,8.84,2.62
20.24321,85.84161,2019,4,4,6.57,32.32,6.42,30.51,24.74,37.9,56.76,0.06,15.5,21.1,8.4,4.19
20.24321,85.84161,2019,4,5,6.62,33.1,6.54,31.49,24.86,40.05,52.03,0.18,15.04,20.57,8.61,4.06
20.24321,85.84161,2019,4,6,6.4,33.46,6.63,31.68,25.9,39.48,51.71,0.69,15.12,20.64,10.39,3.05
20.24321,85.84161,2019,4,7,5.97,32.15,8.33,30.84,26.24,37.67,55.22,1.82,15.39,20.95,10.05,6.76
20.24321,85.84161,2019,4,8,5.51,31.74,9.13,30.46,25.98,37.44,59.58,2.72,16.28,21.86,11.15,7.83
20.24321,85.84161,2019,4,9,6.44,32.29,7.01,30.67,25.54,37.91,59.22,1.89,16.37,21.96,9.38,4.51
20.24321,85.84161,2019,4,10,6.72,32.66,6.73,30.85,26.14,38.49,60.05,1.17,16.76,22.36,9.27,5.28
20.24321,85.84161,2019,4,11,6.67,33.42,5.92,31.55,25.33,39.65,54.32,1.39,15.79,21.34,9.72,2.6
20.24321,85.84161,2019,4,12,6.76,32.73,4.86,31.38,25.53,39.02,55.58,3.38,16.01,21.57,8.36,2.16
20.24321,85.84161,2019,4,13,6.73,34.06,4.46,32.28,26.23,40.29,47.46,0.8,14.36,19.76,8.21,0.23
20.24321,85.84161,2019,4,14,6.77,34.57,4.64,32.44,26.09,40.37,50.04,0.48,15.28,20.79,8.14,1.13
20.24321,85.84161,2019,4,15,6.42,34.57,6.19,32.74,26.43,40.7,50.16,0.28,15.59,21.11,8.1,3.79
20.24321,85.84161,2019,4,16,6.79,35.23,4.97,33.41,26.62,41.96,44.78,0.24,14.44,19.83,7.84,2.14
20.24321,85.84161,2019,4,17,6.91,34.46,5.12,32.32,25.81,40.98,47.55,0.15,14.41,19.83,8.38,3.07
20.24321,85.84161,2019,4,18,6.83,33.59,4.32,31.09,24.73,38.71,52.75,0.32,14.9,20.43,7.86,1.93
20.24321,85.84161,2019,4,19,5.51,33.75,4.01,31.13,25.21,38.07,53.33,1.71,15.11,20.64,7.57,0.4
20.24321,85.84161,2019,4,20,6.87,33.35,4.7,31.07,25.77,37.61,51.13,1.19,14.45,19.88,7.65,2.83
20.24321,85.84161,2019,4,21,5.05,33.33,5.94,31.29,25.93,38.41,56.32,5.58,16.15,21.7,8.3,4.36
20.24321,85.84161,2019,4,22,6.54,31.74,5.06,30.52,25.7,36.6,62.27,11.26,17.1,22.65,7.63,2.02
20.24321,85.84161,2019,4,23,6.92,32.32,4.92,30.56,25.51,36.96,60.83,5.01,16.71,22.3,7.25,2.57
20.24321,85.84161,2019,4,24,6.92,33.1,5.76,31.3,25.66,38.29,56.56,1.1,16.19,21.78,7.83,4.5
20.24321,85.84161,2019,4,25,6.95,33.67,5.86,31.68,25.91,39,56.02,0.77,16.4,21.98,8.39,3.08
20.24321,85.84161,2019,4,26,6.92,34.49,5.5,32.24,26.54,39.64,57.27,0.6,17.34,22.87,8.67,2.44
20.24321,85.84161,2019,4,27,6.83,34.77,6.94,32.95,27.77,40.8,55.13,0.94,17.39,22.89,10.2,3.35
20.24321,85.84161,2019,4,28,6.94,34.74,7.07,32.64,27.38,39.95,57.48,0.13,17.82,23.31,10.02,4.04
20.24321,85.84161,2019,4,29,6.95,34.46,7.48,32.21,27.17,39.68,59.6,0.02,18.03,23.51,10.23,4.24
20.24321,85.84161,2019,4,30,6.97,33.58,7.53,31.51,26.75,38.52,58.54,0.22,17.01,22.55,8.62,5.96
20.24321,85.84161,2019,5,1,6.3,31.54,6.35,29.96,27.37,34.32,69.57,0.8,18.53,23.93,7.72,4.66
20.24321,85.84161,2019,5,2,2.7,31.1,8.03,29.87,26.86,33.44,70.95,50.94,18.83,24.17,10.44,4.36
20.24321,85.84161,2019,5,3,1.7,26.48,10.51,26.45,23.43,28.88,89.26,114.97,19.55,24.54,15.85,3.27
20.24321,85.84161,2019,5,4,6.16,28.76,5.88,28.38,23.07,34.28,73.11,0.54,17.76,23.22,9.71,3.08
20.24321,85.84161,2019,5,5,6.07,29.85,4.29,29.31,26.12,33.62,79.51,2.06,20.38,25.47,6.04,2.83
20.24321,85.84161,2019,5,6,6.75,30.8,4.56,30.21,25.97,36.01,71.97,1.41,19.44,24.73,7.53,2.31
20.24321,85.84161,2019,5,7,6.99,30.52,7.17,30.1,25.28,36.27,70.2,1.83,18.85,24.21,8.13,5.77
20.24321,85.84161,2019,5,8,6.74,31.03,7.54,30.66,26.27,36.49,70.1,0.19,19.47,24.73,8.72,5.64
20.24321,85.84161,2019,5,9,6.93,32.2,6.73,31.53,26.15,38.32,64.34,0.18,18.79,24.14,9.37,4.13
20.24321,85.84161,2019,5,10,6.91,32.05,7.68,31.34,26.49,37.9,65.59,0.49,18.93,24.28,9.35,6.15
20.24321,85.84161,2019,5,11,6.79,31.61,7.26,30.87,27.36,36.38,73.27,0.89,20.57,25.65,7.98,6.36
20.24321,85.84161,2019,5,12,6.63,32.18,6.3,31.23,27.46,36.99,69.94,2.13,20.05,25.24,7.81,4.03
20.24321,85.84161,2019,5,13,6.82,32.6,7.14,31.71,27.69,37.96,65.27,1.22,19.23,24.55,8.36,5.91
20.24321,85.84161,2019,5,14,6.71,32.73,6.18,31.56,27.2,37.98,65.48,2.17,19.13,24.46,8.74,2.88
20.24321,85.84161,2019,5,15,6.79,31.94,6.92,30.98,26.98,36.86,68.05,4.13,19.22,24.55,8.17,6.1
20.24321,85.84161,2019,5,16,6.81,31.68,5.61,30.87,26.96,36.67,69.88,4.04,19.6,24.88,7.94,3.04
20.24321,85.84161,2019,5,17,6.77,31.82,6.92,31.12,27.64,36.13,69.53,0.23,19.8,25.04,8.61,5.75
20.24321,85.84161,2019,5,18,6.88,32.95,5.85,31.84,27.23,38.71,65.49,0.11,19.45,24.73,8.08,2.48
20.24321,85.84161,2019,5,19,6.73,33.17,4.64,31.97,28.01,37.89,68.12,0.22,20.37,25.52,6.86,0.68
20.24321,85.84161,2019,5,20,6.68,32.25,6.32,31.23,27.81,36.3,69.17,0.1,19.8,25.06,7.4,5.39
20.24321,85.84161,2019,5,21,6.72,32.01,6.43,30.94,27.46,35.94,70.03,0.38,19.72,24.98,7.27,5.61
20.24321,85.84161,2019,5,22,6.77,32.65,6.67,31.42,27.31,37.57,66.81,0.33,19.35,24.66,9.1,4.63
20.24321,85.84161,2019,5,23,5.63,31.83,8.37,30.77,27.16,36.1,70.52,0.85,19.69,24.94,11.03,6.4
20.24321,85.84161,2019,5,24,6.62,32.68,9.8,31.85,28.2,38.48,65.35,0.84,19.42,24.71,11.16,7.75
20.24321,85.84161,2019,5,25,6.88,33.1,8.57,32.23,27.77,39.42,64.56,0.84,19.65,24.87,10.49,5.53
20.24321,85.84161,2019,5,26,6.64,33.31,5.82,32.28,28.57,37.95,67.39,2.06,20.58,25.64,8.16,1.73
20.24321,85.84161,2019,5,27,6.73,33.26,5.84,32.19,28.57,37.37,67.78,0.61,20.57,25.64,7.86,4.2
20.24321,85.84161,2019,5,28,6.76,33.79,5.8,32.29,28.16,38.52,63.19,0.39,19.27,24.57,8.85,3.21
20.24321,85.84161,2019,5,29,6.69,33.6,6.59,32.3,28.63,37.74,62.89,0.71,19.19,24.5,9.77,4.74
20.24321,85.84161,2019,5,30,6.75,33.44,7.14,32.2,28.13,37.99,63.25,0.23,19.21,24.5,9.28,5.24
20.24321,85.84161,2019,5,31,6.59,32.9,8.72,31.76,27.91,37.43,68.16,1.8,20.18,25.32,10.48,6.83
20.24321,85.84161,2019,6,1,6.27,32.88,7.43,31.72,28.05,37.33,66.88,2.91,19.75,24.97,10.13,6.11
20.24321,85.84161,2019,6,2,6.01,32.68,7.51,31.66,28.75,36.58,69.64,2.41,20.5,25.58,8.73,6.79
20.24321,85.84161,2019,6,3,4.55,30.63,6.3,30.06,27.83,33.18,77.81,7.19,20.9,25.85,7.57,5.12
20.24321,85.84161,2019,6,4,6.6,31.99,7.4,31.05,27.31,36.07,70.96,1.15,20.18,25.31,9.4,5.15
20.24321,85.84161,2019,6,5,6.38,31.96,9.12,31.21,28.35,36.29,73.2,8.47,21.05,25.97,10.08,7.61
20.24321,85.84161,2019,6,6,5.52,31.04,7.37,30.52,27.99,34.52,76.76,4.38,21.22,26.08,9.46,5.34
20.24321,85.84161,2019,6,7,2.02,30.6,3.65,30.18,28.21,33.16,79.84,2.47,21.62,26.39,5.59,0.89
20.24321,85.84161,2019,6,8,4.15,32.02,4.36,31.26,27.63,35.91,70.9,0.63,20.41,25.49,7.28,1.41
20.24321,85.84161,2019,6,9,5.66,31.79,6.32,31.19,28.46,35.34,73.37,0.9,21.08,25.99,8,4.81
20.24321,85.84161,2019,6,10,6.15,32.42,4.87,31.88,28.17,37.37,68.76,2.38,20.57,25.58,8.68,1.5
20.24321,85.84161,2019,6,11,6.62,34.2,6.99,33.02,28.14,40.02,61.01,1.43,19.47,24.67,10.54,3.99
20.24321,85.84161,2019,6,12,6.58,33.02,5.47,32.55,29.02,38.04,66.1,4.64,20.54,25.57,9.16,1.65
20.24321,85.84161,2019,6,13,4.75,32.71,7.21,32.15,27.29,38.84,66.59,8.89,20.21,25.3,10.9,3.19
20.24321,85.84161,2019,6,14,6.49,33.19,7.23,32.57,28.93,37.54,64.27,2.82,19.97,25.12,8.71,5.55
20.24321,85.84161,2019,6,15,3.59,31.03,6.02,30.7,28.73,33.64,76.53,5.11,21.38,26.2,7.7,4.36
20.24321,85.84161,2019,6,16,2.59,31.61,7.72,31.4,27.89,35.9,70.51,4.39,20.5,25.54,9.01,5.22
20.24321,85.84161,2019,6,17,5.18,32.05,6.87,31.61,28.73,36.23,66.8,1.85,19.64,24.85,9.53,3.36
20.24321,85.84161,2019,6,18,4.79,31.73,6.21,31.37,28.55,36.29,69.88,5.78,20.3,25.36,9.18,2.42
20.24321,85.84161,2019,6,19,5.47,30.76,6.32,30.38,27.48,33.82,76.96,5.47,21.14,25.99,7.24,4.77
20.24321,85.84161,2019,6,20,1.98,29.49,5.01,29.19,27.64,31.28,82.34,14.13,21.09,25.92,6.25,3.42
20.24321,85.84161,2019,6,21,1.48,28.4,5.29,28.31,26.87,30.61,86.84,34.05,21.14,25.92,6.83,4.29
20.24321,85.84161,2019,6,22,5.24,29.18,7.41,28.72,26.58,31.5,82.03,7.86,20.45,25.4,9.47,5.78
20.24321,85.84161,2019,6,23,5.58,30.16,6.49,29.45,26.7,32.56,79.64,2.2,20.69,25.64,7.84,5.33
20.24321,85.84161,2019,6,24,5.99,31.47,6.02,30.44,27.16,34.89,74.75,0.43,20.51,25.57,6.98,4.92
20.24321,85.84161,2019,6,25,6.23,31.54,5.82,30.41,27.15,34.48,75.45,0.12,20.66,25.69,7.71,3.88
20.24321,85.84161,2019,6,26,6.16,31.23,7.28,30.44,27.84,34.13,76.42,0.09,20.99,25.93,8.34,6
