LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,TS,WS50M,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOT,QV2M,T2MDEW,WS50M_MAX,WS50M_MIN
20.24321,85.84161,2017,2,13,5.35,24.58,2.86,23.69,18.81,30.31,57.91,0,10.49,14.76,6.16,0.71
20.24321,85.84161,2017,2,14,5.34,25.08,2.99,23.81,18.33,30.88,57.99,0,10.57,14.94,6.14,0.75
20.24321,85.84161,2017,2,15,5.46,25.78,2.98,24.52,18.9,31.47,55.07,0,10.48,14.81,6.66,0.48
20.24321,85.84161,2017,2,16,5.48,25.89,3.05,24.91,20.22,31.58,53.27,0,10.39,14.61,7.19,0.61
20.24321,85.84161,2017,2,17,5.56,26.05,3.71,24.73,19.87,31.43,58.6,0,11.33,15.81,7.49,0.62
20.24321,85.84161,2017,2,18,5.53,26,4,24.89,19.95,31.61,63.43,0,12.39,17.34,6.82,1.89
20.24321,85.84161,2017,2,19,5.56,26.59,4.4,25.3,20,32.12,65.12,0,13.07,18.1,7.08,2.17
20.24321,85.84161,2017,2,20,5.77,26.72,5.12,26.16,20.2,34.43,51.29,0,10.86,14.34,7.52,2.86
20.24321,85.84161,2017,2,21,5.7,27.32,6.35,26.21,20.12,34.09,62.64,0,13.32,17.86,8.38,4
20.24321,85.84161,2017,2,22,5.67,28.13,6.77,26.81,21.44,34.02,67.79,0,14.94,20.07,7.98,4.73
20.24321,85.84161,2017,2,23,5.68,28.95,4.24,27.32,21.93,34.5,64.2,0,14.55,19.53,7.57,0.69
20.24321,85.84161,2017,2,24,5.44,28.75,2.62,26.79,22.04,33.2,63.47,0,13.91,18.8,5.56,0.11
20.24321,85.84161,2017,2,25,6.03,26.5,3.32,25.5,18.58,33.04,41.67,0,8.43,9.27,6.17,0.9
20.24321,85.84161,2017,2,26,6.1,26.43,4.51,24.99,16.96,33.84,41.5,0,8.17,8.79,7.77,0.56
20.24321,85.84161,2017,2,27,5.93,27.46,3.34,25.81,19.8,33.75,58.12,0,12.02,16.14,7.11,0.77
20.24321,85.84161,2017,2,28,5.9,28.26,2.67,26.45,20.98,33.68,59.16,0,12.7,17.35,6.82,0.4
20.24321,85.84161,2017,3,1,5.92,28.9,3.41,26.98,21.19,34.86,53.96,0,11.96,16.28,7.93,0.46
20.24321,85.84161,2017,3,2,5.96,28.37,4.93,26.89,20.97,34.4,51.68,0,11.4,15.66,7.69,2.52
20.24321,85.84161,2017,3,3,6.02,28.62,5.79,27.36,20.64,35.66,46.35,0,10.53,13.82,8.86,2.68
20.24321,85.84161,2017,3,4,5.81,28.17,6.53,26.96,20.48,34.79,51.75,0,11.5,15.4,8.03,5
20.24321,85.84161,2017,3,5,5.87,29.7,6.24,28.26,22.86,35.65,63.36,0.1,15.24,20.14,7.57,3.52
20.24321,85.84161,2017,3,6,5.47,30.55,3.78,28.68,24.12,34.89,60.9,0.61,15,20.02,6.88,0.08
20.24321,85.84161,2017,3,7,4.02,29.7,3.59,27.93,24.13,33.33,66.66,7.23,15.71,21.01,7.41,1.14
20.24321,85.84161,2017,3,8,3.59,27.74,5.76,26.96,23.93,31.22,76.26,15.21,17.01,22.4,6.86,4.28
20.24321,85.84161,2017,3,9,4.63,28.5,5.24,27.37,23.79,32.32,74.66,10.47,17.08,22.44,7.95,2.96
20.24321,85.84161,2017,3,10,4.61,28.89,7.99,27.98,24.13,33.72,70.24,10.99,16.65,21.91,9.44,7.05
20.24321,85.84161,2017,3,11,3.45,28.46,8.01,27.76,24.81,32.54,74.67,11.74,17.47,22.77,10.28,6.6
20.24321,85.84161,2017,3,12,6.12,28.86,4.07,27.86,23.35,33.96,59.68,2.54,13.99,18.73,6.94,2.64
20.24321,85.84161,2017,3,13,6.16,27.01,4.75,25.51,19.66,31.84,59.7,0,12.13,16.75,7.89,2.28
20.24321,85.84161,2017,3,14,6.02,27.07,3.85,25.43,20.07,31.77,57.11,0,11.54,16.15,6.69,2.56
20.24321,85.84161,2017,3,15,5.73,27.85,2.34,26.2,21.14,32.43,57.05,0,12.07,16.79,5.94,0.35
20.24321,85.84161,2017,3,16,6.24,28.18,3.68,26.61,21.19,33.39,56.65,0,12.3,16.56,7.16,1.38
20.24321,85.84161,2017,3,17,6.27,28.73,4.3,27.08,20.86,34.23,58.08,0.05,13,17.33,8.39,1.84
20.24321,85.84161,2017,3,18,6.09,29.89,4.75,28.48,23.67,34.46,63.02,0.65,15.32,20.48,6.53,1.26
20.24321,85.84161,2017,3,19,5.96,29.4,5.49,27.93,23.08,34.05,67,1.29,15.77,21.1,7.8,2.61
20.24321,85.84161,2017,3,20,6.22,29.4,3.18,27.5,23.89,32.34,66.39,1.81,15.23,20.52,6.73,0.47
20.24321,85.84161,2017,3,21,6.44,29.24,2.76,27.38,22.11,33.97,54.36,0.01,12.33,16.77,6.79,0.1
20.24321,85.84161,2017,3,22,6.58,29.39,4.27,27.8,21.32,35.85,50.61,0,11.78,15.3,8.06,1.4
20.24321,85.84161,2017,3,23,6.55,30.29,4.62,28.62,21.93,36.78,55.81,0,13.66,18.16,8.1,1.66
20.24321,85.84161,2017,3,24,6.5,31.24,4.16,29.42,23.27,37.42,56.59,0,14.52,19.33,7.65,0.81
20.24321,85.84161,2017,3,25,6.41,30.62,6.16,29.06,23.59,36.2,61.56,0,15.47,20.71,9.03,3.93
20.24321,85.84161,2017,3,26,6.38,31.04,5.37,29.18,23.98,36.19,63.67,0,16.12,21.4,8.8,2.5
20.24321,85.84161,2017,3,27,6.39,30.79,6.03,29.06,23.76,35.75,65.01,0,16.33,21.7,7.58,4.4
20.24321,85.84161,2017,3,28,6.48,31.64,7.04,30.09,24.09,38.19,58.57,0,15.63,20.58,9.63,5.3
20.24321,85.84161,2017,3,29,6.51,31.96,6.36,30.01,24.2,37.85,59.21,0,15.75,20.7,10.18,2.97
20.24321,85.84161,2017,3,30,6.59,31.97,6.92,30.14,24.46,38.13,60.38,0,16.18,21.21,9.66,3.89
20.24321,85.84161,2017,3,31,6.46,31.66,6.74,29.85,24.79,36.94,66.44,0,17.51,22.75,8.94,5.03
20.24321,85.84161,2017,4,1,6.58,31.91,6.9,30.06,24.68,37.8,64.48,0.05,17.22,22.29,9.77,4.63
20.24321,85.84161,2017,4,2,6.47,31.83,8.95,30.46,25.03,38.4,61.93,0.44,16.96,22.08,11.59,6.87
20.24321,85.84161,2017,4,3,6.51,31.4,9.32,30.21,26.61,36.88,62.52,1.36,16.84,22.01,10.7,8.03
20.24321,85.84161,2017,4,4,6.54,31.37,9.01,29.91,25.43,36.74,65.41,0.4,17.31,22.57,11.25,7.37
20.24321,85.84161,2017,4,5,6.3,31.98,8.19,30.48,25.72,37.81,63.52,0.53,17.39,22.57,9.88,6.89
20.24321,85.84161,2017,4,6,6.31,32.36,6.52,30.7,26.16,37.23,65.82,0.7,18.27,23.43,8.41,5.24
20.24321,85.84161,2017,4,7,6.47,31.66,6.82,30.37,26.67,36.15,69.21,0.21,18.84,23.99,7.85,6.1
20.24321,85.84161,2017,4,8,6.45,32.47,6.86,30.87,26.27,37.67,66.56,0.09,18.65,23.75,8.63,5.95
20.24321,85.84161,2017,4,9,6.56,33.27,6.05,31.36,26.38,38.57,63.52,0.09,18.29,23.41,8.53,4.54
20.24321,85.84161,2017,4,10,6.5,33.55,4.54,31.25,25.84,38.27,60.65,0.11,17.35,22.37,7.6,1.95
20.24321,85.84161,2017,4,11,7.14,33.4,3.53,31.38,25.65,39.57,48.09,0.05,13.83,16.66,7.53,0.73
20.24321,85.84161,2017,4,12,6.96,32.88,4.67,30.62,23.75,38.97,51.27,0,14.12,18.02,7.45,1.7
20.24321,85.84161,2017,4,13,6.95,31.7,6.22,29.72,23.86,37.27,59.41,0,15.54,20.39,8.34,4.78
20.24321,85.84161,2017,4,14,6.88,31.27,6.86,29.34,23.94,36.92,58.88,0,15.06,19.95,8.92,5.66
20.24321,85.84161,2017,4,15,6.94,31.23,6.98,29.21,23.79,36.43,60.44,0,15.38,20.47,8.78,5.89
20.24321,85.84161,2017,4,16,6.66,32.1,6.04,29.81,24.98,37.07,60.35,0.78,15.91,21.14,8.7,3.98
20.24321,85.84161,2017,4,17,5.64,31.25,4.93,29.41,25.57,34.52,71.54,5.64,18.43,23.71,7.36,3.05
20.24321,85.84161,2017,4,18,6.61,31.75,7.32,30.06,26.27,35.74,68.55,1.13,18.33,23.59,9.52,5.61
20.24321,85.84161,2017,4,19,6.61,31.4,9.02,30.11,27.05,35.23,70.96,3.4,19.06,24.2,10.47,6.71
20.24321,85.84161,2017,4,20,6.81,32.22,9.01,30.88,26.39,37.95,67.29,3.48,18.91,23.92,12.11,6.68
20.24321,85.84161,2017,4,21,6.79,33.26,9.47,31.74,26.74,38.99,62.71,0.78,18.51,23.46,11.49,7.41
20.24321,85.84161,2017,4,22,5.23,33.85,8.92,32.38,27.12,40.22,58.71,0.27,17.98,22.9,10.78,7.57
20.24321,85.84161,2017,4,23,6.37,34.08,7.38,32.1,27.03,39.93,57.94,0.22,17.45,22.28,10.86,3.07
20.24321,85.84161,2017,4,24,6.99,34.25,8,32.52,27.32,40.84,54.81,0.25,16.89,21.16,10.69,4.81
20.24321,85.84161,2017,4,25,7.13,34.35,7.7,32.78,26.7,41.45,48.65,0.07,15.2,18.9,9.94,5.59
20.24321,85.84161,2017,4,26,6.87,34.2,5.95,32.56,26.17,41.18,47.26,0.04,14.56,18.26,8.43,3.05
20.24321,85.84161,2017,4,27,6.65,33.76,6.38,31.98,26.88,39.13,57.26,0.03,17.08,21.9,9.21,4.68
20.24321,85.84161,2017,4,28,6.99,34.56,5.29,32.42,26.42,40.21,52.53,0.02,16.05,20.65,8.73,2.66
20.24321,85.84161,2017,4,29,6.49,34.04,6.93,32.06,26.3,39.53,56.91,0.03,17.04,22.07,9.33,5.33
20.24321,85.84161,2017,4,30,6.81,33.75,7.5,31.95,26.95,39.04,58.05,0.06,17.28,22.26,9.65,5.59
20.24321,85.84161,2017,5,1,5.15,32.07,7.66,30.81,27.25,35.94,62.72,0.39,17.48,22.67,9.59,6.05
20.24321,85.84161,2017,5,2,6.64,33.72,5.77,31.43,26.52,37.97,56.51,0.75,16.28,21.47,8.31,3.95
20.24321,85.84161,2017,5,3,6.8,34.42,6.47,32.05,26.45,39.34,54.65,0.22,16.32,21.43,9.56,4.31
20.24321,85.84161,2017,5,4,6.7,35.22,6.08,32.78,26.66,40.76,52.2,0.19,16.25,21.14,9.25,3.58
20.24321,85.84161,2017,5,5,6.58,34.9,7.59,32.86,26.88,41.08,52.06,0.08,16.3,21.34,10.02,5.93
20.24321,85.84161,2017,5,6,6.56,34.42,7.74,32.28,27.8,39.36,58.12,1.79,17.59,22.83,9.68,5.91
20.24321,85.84161,2017,5,7,6.48,34.18,6.3,32.06,27.31,39.27,56,2.03,16.74,21.86,9.05,3.57
20.24321,85.84161,2017,5,8,6.68,33.63,6.3,31.86,27.11,38.25,58.25,1.63,17.25,22.39,7.97,4.45
20.24321,85.84161,2017,5,9,5.6,31.84,6.9,30.68,27.42,35.56,65.73,7.69,18.22,23.38,7.82,5.81
20.24321,85.84161,2017,5,10,5.59,30.6,4.89,29.67,26.77,34.21,72.77,11.49,19.01,24.15,7,2.06
20.24321,85.84161,2017,5,11,6.32,32.7,6.39,30.99,26.07,37.41,62.64,1.39,17.64,22.75,7.88,5.34
20.24321,85.84161,2017,5,12,6.7,33.46,5.1,31.5,26.4,38.23,61.26,1.68,17.76,22.91,8.38,2.39
20.24321,85.84161,2017,5,13,6.68,34.57,6.31,32.64,27.35,40.15,58.43,2.67,18.11,23.2,9.31,3.34
20.24321,85.84161,2017,5,14,6.82,34.05,6.47,32.55,27.58,39.66,61.74,2,19.1,24.08,10.04,3.18
20.24321,85.84161,2017,5,15,6.77,34.67,6.52,33.08,28.26,40.23,61.75,1.82,19.73,24.53,9.28,4.81
20.24321,85.84161,2017,5,16,6.41,34.33,5.79,32.92,28.79,39.14,65.04,2.25,20.62,25.24,8.03,1.06
20.24321,85.84161,2017,5,17,6.51,33.84,4.6,32.59,28.45,37.98,66.96,0.8,20.85,25.51,6.41,2.08
20.24321,85.84161,2017,5,18,5.81,33.04,4.93,32.02,28.74,36.11,70.25,2.6,21.13,25.8,5.83,3.85
20.24321,85.84161,2017,5,19,6.71,31.92,3.84,31.21,28.4,34.62,69.7,2.78,19.97,24.94,6.23,2.32
20.24321,85.84161,2017,5,20,6.74,34.23,5.86,32.76,27.63,39.16,58.23,0.88,18.22,23.2,7.85,4.52
20.24321,85.84161,2017,5,21,6.78,32.79,5.36,31.83,27.99,36.76,65.8,4.1,19.57,24.56,7.03,4
20.24321,85.84161,2017,5,22,6.67,33.19,6.47,32.03,28.02,37.34,66.56,0.77,20.01,24.91,8.22,4.53
20.24321,85.84161,2017,5,23,6.71,32.21,6.42,31.35,28.34,35.65,72.39,1.89,20.94,25.73,7.76,5.14
20.24321,85.84161,2017,5,24,6.58,32.62,6.97,31.52,28.39,36.34,69.64,2.29,20.33,25.2,8.02,6.14
20.24321,85.84161,2017,5,25,6.72,33.42,7.17,32.05,28.34,37.65,63.74,2.11,19.17,24.2,9.22,5.61
20.24321,85.84161,2017,5,26,6.53,33.52,6.53,32.12,28.47,37.56,62.15,1.08,18.76,23.84,8.02,5.29
20.24321,85.84161,2017,5,27,5.71,32.27,4.2,30.8,28.25,34.61,70.82,1.42,19.85,24.84,6.02,2.9
20.24321,85.84161,2017,5,28,5.98,33.4,2.94,31.54,27.66,36.3,61.15,1.14,17.88,23.04,4.12,1.29
20.24321,85.84161,2017,5,29,5.8,35.07,3.76,32.89,27.71,39.29,54.76,0.89,17.31,22.48,6.69,1.6
20.24321,85.84161,2017,5,30,6.31,36.07,4.94,34.08,29,40.34,53.81,2.42,18.22,23.17,8.52,2.19
20.24321,85.84161,2017,5,31,5.73,33.79,5.04,33.14,29.86,37.97,59.75,5.73,19.16,24.04,7.43,2.58
20.24321,85.84161,2017,6,1,6.09,32.92,7.68,32.18,29.49,36.74,67.96,5.29,20.63,25.42,9.01,6.41
20.24321,85.84161,2017,6,2,3.21,32.16,7.43,31.59,29,35.61,70.48,3.35,20.67,25.51,9.13,5.35
20.24321,85.84161,2017,6,3,5.58,32.02,7.79,31.41,28.92,35.02,72.83,4.48,21.15,25.91,10.06,6.55
20.24321,85.84161,2017,6,4,6.61,35.02,7.94,33.85,29.14,40.36,59.64,2.24,19.89,24.72,10.57,4.2
20.24321,85.84161,2017,6,5,5.39,33.82,7.7,32.89,29.36,38.35,61.88,4.36,19.56,24.51,9.05,6.71
20.24321,85.84161,2017,6,6,4.16,31.25,3.82,30.75,28.58,33.57,75.09,6.05,21.01,25.81,6.91,2.08
20.24321,85.84161,2017,6,7,5.38,33.03,3.97,31.45,28.19,35.94,62.09,0.49,18.03,23.22,6.31,1.3
20.24321,85.84161,2017,6,8,5.12,34.53,3.47,32.18,27.9,37.55,57.2,0.28,17.33,22.59,5.39,0.18
20.24321,85.84161,2017,6,9,4.57,33.61,3.05,31.54,28.37,35.65,62.44,1.49,18.29,23.46,5.59,0.13
20.24321,85.84161,2017,6,10,3.44,30.11,2.36,29.4,27.8,32.04,78.13,10.3,20.28,25.19,3.49,0.45
20.24321,85.84161,2017,6,11,2.4,29.71,5.34,29.45,27.12,32.28,78.2,5.55,20.38,25.25,7.08,2.93
20.24321,85.84161,2017,6,12,4.04,30.1,6.9,29.81,27.56,32.51,75.93,9.84,20.17,25.08,8.58,5.87
20.24321,85.84161,2017,6,13,3.57,30.26,6.63,29.81,28.15,31.61,76.32,1.36,20.24,25.16,8.62,4.95
20.24321,85.84161,2017,6,14,5.16,30.36,6.25,29.9,27.81,33.13,77.63,12.14,20.68,25.55,7.43,5.23
20.24321,85.84161,2017,6,15,4.31,29.32,5.95,28.98,27.28,31.81,85.26,17.96,21.57,26.26,7.7,4.09
20.24321,85.84161,2017,6,16,1.92,29.29,5.4,29.04,27.26,31.61,80.79,5.42,20.48,25.4,7.46,3.75
20.24321,85.84161,2017,6,17,5.94,31.67,6.39,30.68,26.94,35.6,69.01,1.08,19.21,24.26,9.21,4.19
20.24321,85.84161,2017,6,18,6.05,32.29,6.98,31.57,27.85,36.51,68.59,1.04,20.13,25.02,8.98,4.67
20.24321,85.84161,2017,6,19,5.21,30.94,6.06,30.62,28.63,33.68,72.43,2.84,20.15,25.01,7.86,4.49
20.24321,85.84161,2017,6,20,3.42,29.57,5.18,29.39,27.66,31.81,81.78,16.6,21.21,25.94,6.21,4.42
20.24321,85.84161,2017,6,21,3.65,28.98,6.12,28.73,26.96,31.23,83.31,8.03,20.79,25.61,8.1,3.67
20.24321,85.84161,2017,6,22,2.04,29.21,5.25,29.02,27.04,31.84,80.03,10.25,20.29,25.22,7.09,3.69
20.24321,85.84161,2017,6,23,6.37,29.28,4.04,28.83,26.84,31.36,80.26,8.83,20.13,25.08,6.78,0.4
20.24321,85.84161,2017,6,24,1.34,28.66,3.53,28.17,26.51,30.58,85.29,25.68,20.65,25.48,6.23,1.93
20.24321,85.84161,2017,6,25,2.73,29.04,3.47,28.5,26.26,31.87,83.23,14.14,20.56,25.39,5.92,1.53
20.24321,85.84161,2017,6,26,1.61,29.58,7.26,28.88,26.48,32.04,81.98,3.56,20.68,25.51,10.71,5.46
20.24321,85.84161,2017,6,27,2.01,29.05,7.75,28.72,26.21,31.66,81.48,5.2,20.36,25.25,10.65,6.4
20.24321,85.84161,2017,6,28,3.01,29.16,5.97,28.73,26.79,31.42,82.02,12.04,20.48,25.36,7.65,4.01
20.24321,85.84161,2017,6,29,3.63,29.25,5.44,28.68,26.24,31.82,81.3,2.43,20.23,25.16,6.92,2.71
20.24321,85.84161,2017,6,30,2.82,29.06,5.77,28.95,26.73,31.83,84.27,9.24,21.35,26.04,7.3,4.06
20.24321,85.84161,2017,7,1,0.34,28.67,7.17,28.78,26.97,31.75,83.85,14.66,21.03,25.77,8.76,6.3
20.24321,85.84161,2017,7,2,3.47,29.1,7.8,28.94,26.51,32.39,80.95,2.57,20.46,25.34,9.08,6.26
20.24321,85.84161,2017,7,3,2.37,29.71,8.03,29.42,26.57,33.07,78.33,3.56,20.33,25.25,8.81,6.49
20.24321,85.84161,2017,7,4,3.73,29.62,7.73,29.33,26.91,32.85,78.9,3.63,20.38,25.27,9.06,6.75
20.24321,85.84161,2017,7,5,1.84,30.51,5.96,29.94,26.61,34.06,75.39,1.97,20.16,25.09,7.71,4.29
20.24321,85.84161,2017,7,6,2.98,29.31,5.55,28.99,26.96,31.61,79.4,5,20.09,25.05,7.02,3.97
20.24321,85.84161,2017,7,7,2.84,29.26,5.57,28.86,26.62,32.14,81.87,10.3,20.57,25.46,7.21,4.41
20.24321,85.84161,2017,7,8,3.66,29.69,4.72,29.03,26.41,32.66,81.52,9.11,20.7,25.56,7.1,2.09
20.24321,85.84161,2017,7,9,4.13,29.41,6.22,29.08,26.72,32.07,82.51,8.25,20.98,25.8,8.35,4.82
20.24321,85.84161,2017,7,10,4.78,28.67,6.39,28.71,27.14,31.06,86.95,24.29,21.63,26.33,7.82,5.34
20.24321,85.84161,2017,7,11,3.86,28.22,4.72,28.11,26.68,30.04,86.5,6.82,20.79,25.66,6.23,3.59
20.24321,85.84161,2017,7,12,3.59,28.13,3.71,27.88,26,30.62,84.99,9.89,20.15,25.13,5.43,1.36
20.24321,85.84161,2017,7,13,3.4,28.07,2.86,27.69,25.67,30.23,84.69,19.53,19.87,24.89,5.38,0.76
20.24321,85.84161,2017,7,14,3.6,28.66,4.01,28.17,25.76,31.63,84.44,15.29,20.4,25.31,6.98,1.72
20.24321,85.84161,2017,7,15,4.01,28.6,3.7,28.09,26.19,30.75,85.26,6.66,20.5,25.39,6.54,2.03
20.24321,85.84161,2017,7,16,2.4,28.33,3.26,28.11,25.93,30.85,87.22,45.05,21.05,25.79,5.45,0.9
20.24321,85.84161,2017,7,17,3.56,28.03,6.09,28.05,26.29,30.71,89.43,23.14,21.55,26.15,7.75,3.29
20.24321,85.84161,2017,7,18,3.81,28.28,8.81,28.22,26.48,30.82,90.09,19.8,21.98,26.45,11.78,5.99
20.24321,85.84161,2017,7,19,2.91,28.24,10.64,28.28,26.91,30.53,85.58,15.87,20.9,25.64,13.4,7.84
20.24321,85.84161,2017,7,20,4.03,28.54,9.54,28.48,26.89,30.94,86.1,72.8,21.24,25.94,11.92,7.74
20.24321,85.84161,2017,7,21,3.37,28.22,8.05,28.34,27.07,30.35,90.49,47.09,22.11,26.65,9.3,6.56
20.24321,85.84161,2017,7,22,1.48,28,7.22,28.21,27.2,29.65,91.32,13.11,22.11,26.67,9.12,4.95
20.24321,85.84161,2017,7,23,1.06,27.7,7.07,27.96,26.98,29.36,91.11,15.88,21.74,26.38,7.84,5.89
20.24321,85.84161,2017,7,24,0.97,27.58,8.21,27.96,27.01,29.48,90.05,11.44,21.51,26.18,10.95,7.12
20.24321,85.84161,2017,7,25,3.69,27.87,6.41,28.08,26.32,30.78,86.19,3.82,20.73,25.55,7.81,4.52
20.24321,85.84161,2017,7,26,2.84,28.07,5.91,28.22,26.62,30.51,86.24,4.12,20.9,25.7,7.41,4.45
20.24321,85.84161,2017,7,27,2.49,28.03,4.49,28.13,26.3,30.3,87.8,1.6,21.13,25.92,5.53,3.21
20.24321,85.84161,2017,7,28,5.08,28.09,4.15,28.2,26.39,30.58,86.52,2.4,20.87,25.74,5.92,2.86
20.24321,85.84161,2017,7,29,4.34,28.52,3.51,28.42,25.89,31.28,86.21,4.07,21.06,25.9,5.63,1.79
20.24321,85.84161,2017,7,30,3.44,27.77,3.93,27.8,26.45,29.83,88.03,7.1,20.75,25.65,6.08,2.54
20.24321,85.84161,2017,7,31,4.97,27.73,4.22,27.71,26.16,29.64,88.39,8.04,20.73,25.63,6.1,3.11
20.24321,85.84161,2017,8,1,4.52,28.85,4.82,28.76,25.98,31.81,85.31,5.42,21.28,26.05,5.79,4.4
20.24321,85.84161,2017,8,2,4.18,28.28,5.23,28.35,26.47,30.59,88.69,5.14,21.62,26.31,6.27,4.21
20.24321,85.84161,2017,8,3,3.99,27.98,5.52,28.16,26.84,30.25,88.54,5.76,21.38,26.09,6.59,4.33
20.24321,85.84161,2017,8,4,2.77,28.02,4.16,27.94,25.83,30.35,87.92,17.14,20.99,25.75,5.28,2.22
20.24321,85.84161,2017,8,5,1.94,28.07,4.41,27.96,26.16,30.39,87.17,10.67,20.84,25.64,6.16,3.07
20.24321,85.84161,2017,8,6,5.02,28.76,4.7,28.5,26.21,31.34,85.11,5.78,20.98,25.77,6.01,3.67
20.24321,85.84161,2017,8,7,3.99,28.51,4.93,28.5,26.71,30.93,87.61,9.44,21.56,26.26,6.24,3.48
20.24321,85.84161,2017,8,8,4.79,28.85,5.08,28.63,26.49,31.42,86.12,13.83,21.32,26.09,8.53,1.85
20.24321,85.84161,2017,8,9,5.66,28.44,6.88,28.39,26.69,30.74,86.68,4.34,21.15,25.97,8.44,5.34
20.24321,85.84161,2017,8,10,4.9,28.34,7.05,28.33,26.97,30.67,86.38,6.45,21.02,25.85,8.5,5.78
20.24321,85.84161,2017,8,11,3.87,28.45,7.21,28.43,26.45,31.22,87.03,5.8,21.3,26.08,8.13,6.17
20.24321,85.84161,2017,8,12,3.8,27.88,5.61,27.96,26.67,29.91,89.96,7.74,21.4,26.17,6.81,4.9
20.24321,85.84161,2017,8,13,4.59,27.53,4.13,27.46,25.95,29.36,87.28,5.35,20.13,25.17,5.74,2.59
20.24321,85.84161,2017,8,14,4.03,27.86,3.49,27.76,25.59,30.37,86.12,5.18,20.2,25.24,5.61,1.46
20.24321,85.84161,2017,8,15,3.78,28.29,4.18,28.24,25.73,31.14,86.06,2.07,20.8,25.7,5.68,2.86
20.24321,85.84161,2017,8,16,4.48,27.84,4.16,27.97,26.24,30.18,85.01,7.7,20.25,25.22,5.64,2.39
20.24321,85.84161,2017,8,17,2.23,27.25,4.09,27.11,25.84,28.95,89.22,30.96,20.26,25.19,5.75,2.03
20.24321,85.84161,2017,8,18,3.32,27.8,6.59,27.64,25.89,30.05,87.77,8.36,20.6,25.45,8.54,4.84
20.24321,85.84161,2017,8,19,4.79,27.43,3.94,27.3,25.63,29.59,87.82,8.34,20.16,25.11,5.91,1.98
20.24321,85.84161,2017,8,20,4.91,27.43,4.64,26.91,25.05,29.4,88.12,4.09,19.73,24.79,6.17,2.97
20.24321,85.84161,2017,8,21,5.3,28.01,3.99,27.57,25.44,30.47,86.5,2.2,20.14,25.13,5.66,2.41
20.24321,85.84161,2017,8,22,4.66,28.52,3.37,27.98,25.33,31.37,83.51,0.66,19.9,24.94,5.6,1.28
20.24321,85.84161,2017,8,23,4.91,29.12,2.61,28.44,26.02,31.66,82.13,2.04,20.09,25.11,5.43,0.29
20.24321,85.84161,2017,8,24,3.79,28.39,4.35,27.99,25.85,30.42,86.75,12.99,20.7,25.58,5.75,3.33
20.24321,85.84161,2017,8,25,3.19,28.72,2.8,28.29,26.31,30.88,85.25,2.85,20.75,25.59,4.51,1.05
20.24321,85.84161,2017,8,26,4.14,28.9,2.85,28.61,26.78,31.31,85.36,4.75,21.2,25.92,5.07,0.64
20.24321,85.84161,2017,8,27,1.71,27.89,3.05,27.76,26.61,29.49,89.63,35.91,21.2,25.92,4.52,1.23
20.24321,85.84161,2017,8,28,3.66,27.48,3.65,27.4,26.18,28.59,89.97,24.75,20.83,25.6,7.48,1.55
20.24321,85.84161,2017,8,29,1.54,27.2,7.06,27.44,26.45,28.8,90.06,14.54,20.82,25.68,7.64,5.96
20.24321,85.84161,2017,8,30,5.04,28.15,5.07,28.06,25.81,30.77,86.23,1.86,20.62,25.56,6.46,3.8
20.24321,85.84161,2017,8,31,4.81,27.77,5.29,27.84,26.44,29.65,90,18.92,21.24,26.07,6.41,3.89
20.24321,85.84161,2017,9,1,4.47,27.52,4.28,27.66,26.19,29.27,90.64,23.5,21.17,26,6.48,3.3
20.24321,85.84161,2017,9,2,1.88,27.29,5.67,27.3,25.72,29.37,89.63,8.9,20.48,25.45,6.53,4.31
20.24321,85.84161,2017,9,3,6,28.2,4.16,28.13,25.82,30.87,85.39,1.85,20.48,25.45,6.43,1.91
20.24321,85.84161,2017,9,4,5.81,28.87,3.72,28.62,25.12,32.1,82.08,0.34,20.25,25.26,5.66,1.54
20.24321,85.84161,2017,9,5,5.51,28.81,3.75,28.72,26.68,31.48,84.98,1.02,21.1,25.95,5.54,1.83
20.24321,85.84161,2017,9,6,5.41,28.44,3.79,28.27,26.46,30.57,89.15,1.26,21.58,26.33,5.3,2.76
20.24321,85.84161,2017,9,7,4.49,27.97,3.98,27.86,26.39,29.77,89.62,1.35,21.16,26.01,5.97,2.65
20.24321,85.84161,2017,9,8,5.73,27.73,5.29,27.8,26.3,29.74,89.15,0.68,20.96,25.87,6.74,4.04
20.24321,85.84161,2017,9,9,4.87,27.87,5.35,27.89,26.24,30.03,88.38,0.77,20.9,25.81,6.49,4.84
20.24321,85.84161,2017,9,10,5.56,28.14,4.36,27.95,26.18,30.64,87.68,1.05,20.77,25.72,6.32,3.05
20.24321,85.84161,2017,9,11,4.4,27.89,3.37,27.71,25.85,29.85,88.26,1.5,20.6,25.6,5.19,2.42
20.24321,85.84161,2017,9,12,5.01,27.03,5,27.06,26.25,28.37,91.95,8.27,20.66,25.65,6.17,3.9
20.24321,85.84161,2017,9,13,5.52,27.41,3.45,27.19,25.86,29.26,88.48,7.02,20.04,25.14,6.04,1.38
20.24321,85.84161,2017,9,14,5.76,26.99,4.05,26.92,25.71,28.54,89.85,17.66,20.05,25.12,5.1,2.78
20.24321,85.84161,2017,9,15,5.14,27.74,2.5,27.74,25.3,30.04,85.68,6.95,20.09,25.12,5.13,1.14
